11,1188,12,1,0
74,1167,73,1,2
75,1227,74,1,2
113,1167,112,1,2
272,1158,238,0,2
299,1192,333,3,0
342,1221,343,2,1
343,1221,1221,4,0
374,1156,340,0,2
375,1156,341,0,3
376,1156,342,0,3
377,1156,343,0,3
412,1156,378,0,3
425,1244,391,0,3
439,1156,473,3,0
446,1156,412,0,3
480,1156,446,0,3
489,1156,455,0,3
491,1254,492,2,1
510,1156,544,2,0
514,1156,480,0,3
523,1156,489,0,3
544,1156,578,2,0
548,1156,514,0,3
557,1156,523,0,3
561,1224,562,2,1
569,1231,535,0,3
578,1233,611,3,2
582,1156,548,0,3
591,1156,557,0,3
614,1156,613,1,2
616,1156,582,0,3
625,1156,591,0,3
625,1252,659,3,0
646,1219,679,3,2
649,1156,648,1,2
659,1156,660,2,1
760,1213,759,1,2
828,1218,827,1,2
889,1211,888,1,2
901,1157,867,0,3
913,1216,947,3,0
926,1202,925,1,2
1082,1199,1048,0,3
1108,1165,1109,2,1
1156,1161,710,0,4
1156,1168,344,0,4
1156,1185,710,0,4
1156,1206,344,0,4
1156,1232,710,0,4
1158,1174,242,0,4
1162,1209,308,0,4
1165,1227,1086,0,4
1167,1182,73,0,4
1186,1214,74,0,4
1196,1197,641,0,4
1197,1196,641,0,4
1209,1162,308,0,4
1213,1245,29,0,4
1214,1186,74,0,4
1218,1232,685,0,4
1219,1161,672,0,4
1219,1232,672,0,4
1227,1165,1060,0,4
1227,1182,1094,0,4
1232,1218,685,0,4
1245,1213,1005,0,4
