9,1211,8,0,1
25,1187,26,1,0
49,1213,50,2,1
65,1213,1213,4,0
83,1213,84,2,1
91,1235,125,3,0
95,1213,61,0,3
99,1213,65,0,3
117,1213,118,2,1
129,1213,95,0,3
133,1213,99,0,3
151,1213,152,2,1
163,1213,129,0,3
167,1213,133,0,3
185,1213,186,2,1
185,1240,1240,4,0
197,1213,163,0,3
201,1213,167,0,3
203,1240,170,2,3
213,1240,179,0,3
219,1213,220,2,1
219,1240,185,0,3
231,1213,197,0,3
235,1213,201,0,3
237,1240,204,2,3
241,1224,275,3,0
245,1187,279,3,0
247,1240,213,0,3
253,1240,219,0,3
255,1213,256,2,1
265,1213,231,0,3
269,1213,235,0,3
269,1217,303,3,0
270,1181,304,3,0
271,1240,238,2,3
276,1187,277,2,1
277,1187,278,2,1
278,1187,279,2,1
279,1187,1187,4,0
281,1240,247,0,3
287,1240,253,0,3
288,1245,254,0,3
290,1213,291,2,1
291,1158,257,0,3
299,1213,265,0,3
303,1213,269,0,3
304,1181,338,3,0
305,1240,272,2,3
314,1162,313,1,2
315,1240,281,0,3
316,1215,317,2,1
321,1240,287,0,3
326,1213,327,2,1
333,1213,299,0,3
337,1213,303,0,3
338,1181,372,3,0
339,1240,306,2,3
349,1240,315,0,3
355,1240,321,0,3
360,1213,361,2,1
367,1213,333,0,3
371,1213,337,0,3
372,1181,406,3,0
373,1240,340,2,3
374,1245,375,1,1
375,1209,409,3,0
383,1240,349,0,3
389,1240,355,0,3
401,1181,402,2,1
401,1213,367,0,3
405,1213,371,0,3
406,1181,440,3,0
407,1240,374,2,3
409,1209,443,3,0
417,1240,383,0,3
423,1240,389,0,3
432,1209,433,2,1
435,1181,436,2,1
435,1213,401,0,3
439,1213,405,0,3
440,1181,474,3,0
441,1240,408,2,3
441,1245,440,1,2
442,1209,443,1,1
443,1209,477,3,0
444,1240,445,2,1
445,1245,446,2,1
451,1240,417,0,3
457,1240,423,0,3
466,1209,467,2,1
469,1181,470,2,1
469,1213,435,0,3
473,1181,474,2,1
473,1213,439,0,3
474,1181,508,3,0
475,1245,474,1,2
476,1209,477,1,1
477,1209,511,3,0
478,1240,479,2,1
479,1245,480,2,1
485,1240,451,0,3
491,1240,457,0,3
500,1209,501,2,1
500,1213,466,0,3
503,1181,504,2,1
503,1213,469,0,3
507,1181,508,2,1
507,1213,473,0,3
508,1181,542,3,0
509,1245,508,1,2
510,1209,511,1,1
511,1209,545,3,0
519,1240,485,0,3
525,1240,491,0,3
534,1209,535,2,1
536,1245,535,1,2
537,1181,538,2,1
537,1213,503,0,3
541,1181,542,2,1
541,1213,507,0,3
542,1181,576,3,0
543,1245,542,1,2
544,1209,545,1,1
