203,1176,169,0,3
210,1199,211,2,1
244,1187,245,2,1
310,1169,276,0,3
378,1201,344,0,3
395,1244,361,0,3
413,1191,379,0,3
430,1209,464,3,0
533,1209,567,3,0
563,1209,564,2,1
568,1209,602,3,0
599,1209,633,3,0
600,1209,634,3,0
601,1209,635,3,0
602,1209,636,3,0
612,1209,1209,4,0
613,1162,579,0,3
614,1162,580,0,3
618,1240,617,1,2
646,1209,612,0,2
647,1199,613,0,3
661,1251,662,2,1
671,1209,637,0,3
679,1251,678,1,2
680,1209,646,0,2
680,1251,713,3,2
681,1251,680,1,1
695,1251,696,2,1
705,1209,671,0,3
713,1251,712,1,2
714,1209,680,0,2
729,1251,730,2,1
739,1209,705,0,3
748,1209,714,0,2
763,1251,764,2,1
773,1209,739,0,3
779,1160,745,0,3
782,1209,748,0,2
797,1251,798,2,1
807,1209,773,0,3
816,1209,782,0,2
831,1251,832,2,1
841,1209,807,0,3
842,1188,876,3,0
850,1209,816,0,2
859,1251,893,3,0
860,1164,859,1,2
871,1157,837,0,3
875,1209,841,0,3
884,1209,850,0,2
892,1251,926,3,0
902,1211,903,2,1
909,1209,875,0,3
922,1233,956,3,0
937,1209,938,2,1
939,1255,905,0,3
943,1209,909,0,3
990,1162,1024,3,0
990,1251,1024,3,0
1000,1215,966,0,3
1012,1216,1046,3,0
1056,1251,1057,2,1
1077,1209,1043,0,3
1112,1209,1078,0,3
1155,1251,1122,2,3
1159,1201,299,0,4
1162,1163,579,0,4
1162,1189,579,0,4
1171,1189,578,0,4
1173,1203,180,0,4
1180,1225,1061,0,4
1189,1171,613,0,4
1196,1201,213,0,4
1197,1209,645,0,4
1198,1223,213,0,4
1201,1159,645,0,4
1201,1196,213,0,4
1203,1173,180,0,4
1209,1175,612,0,4
1209,1181,612,0,4
1209,1182,612,0,4
1209,1191,612,0,4
1209,1197,612,0,4
1209,1198,612,0,4
1209,1201,612,0,4
1209,1202,612,0,4
1209,1203,612,0,4
1209,1204,612,0,4
1209,1219,612,0,4
1209,1233,612,0,4
1209,1242,612,0,4
1209,1251,612,0,4
1209,1255,612,0,4
1223,1198,213,0,4
1225,1180,1061,0,4
1233,1209,644,0,4
1251,1156,678,0,4
1251,1161,678,0,4
1251,1163,678,0,4
1251,1165,678,0,4
1251,1176,678,0,4
1251,1185,678,0,4
1251,1187,678,0,4
1251,1188,678,0,4
1251,1189,678,0,4
1251,1193,678,0,4
1251,1212,678,0,4
1251,1213,678,0,4
1251,1216,678,0,4
1251,1218,678,0,4
1251,1220,678,0,4
1251,1221,678,0,4
1251,1226,678,0,4
1251,1230,678,0,4
1251,1232,678,0,4
1251,1239,678,0,4
1251,1244,678,0,4
1251,1248,678,0,4
1251,1250,678,0,4
1251,1253,678,0,4
1255,1209,645,0,4
