1,1226,1226,4,0
4,1156,5,1,0
7,1250,6,0,1
8,1195,9,1,0
9,1195,10,1,0
10,1195,1195,4,0
26,1226,27,1,0
27,1226,28,1,0
28,1226,29,1,0
76,1170,42,0,3
76,1235,1235,4,0
114,1164,113,1,2
146,1170,112,0,3
176,1208,142,0,3
216,1208,215,1,2
224,1170,190,0,3
248,1163,282,3,0
249,1199,248,1,2
250,1199,216,0,3
256,1199,222,0,3
257,1199,223,0,3
258,1199,224,0,3
259,1199,225,0,3
260,1199,226,0,3
261,1199,227,0,3
278,1163,279,2,1
279,1163,280,2,1
280,1163,281,2,1
281,1163,282,2,1
282,1156,283,2,1
282,1163,1163,4,0
283,1199,282,1,2
290,1199,256,0,3
317,1199,316,1,2
317,1227,283,0,3
332,1207,366,3,0
351,1199,350,1,2
353,1227,352,1,2
385,1199,384,1,2
394,1241,360,0,3
398,1207,432,3,0
431,1211,465,3,0
477,1226,443,0,3
487,1158,486,1,2
492,1215,526,3,0
496,1237,462,0,3
531,1207,532,2,1
563,1199,562,1,2
595,1169,596,2,1
604,1207,638,3,0
605,1207,639,3,0
606,1207,640,3,0
611,1169,1169,4,0
612,1207,646,2,0
615,1179,581,0,3
616,1179,582,0,3
622,1234,621,1,2
629,1169,630,2,1
635,1207,669,3,0
636,1207,670,3,0
637,1207,671,3,0
638,1207,672,3,0
639,1207,673,3,0
640,1207,674,3,0
641,1207,675,3,0
642,1169,608,0,3
645,1169,611,0,3
646,1207,1207,4,0
663,1169,664,2,1
676,1169,642,0,3
679,1169,645,0,3
680,1207,646,0,2
683,1156,649,0,3
684,1156,650,0,3
685,1156,651,0,3
686,1156,652,0,3
690,1176,656,0,3
690,1195,724,3,0
697,1169,698,2,1
700,1176,666,0,3
709,1207,675,0,3
710,1169,676,0,3
713,1169,679,0,3
714,1207,680,0,2
731,1169,732,2,1
743,1207,709,0,3
744,1169,710,0,3
747,1169,713,0,3
748,1207,714,0,2
749,1234,715,0,3
766,1169,767,2,1
777,1207,743,0,3
