10,1217,9,0,1
11,1186,10,0,1
13,1186,12,0,1
14,1217,13,0,1
25,1201,24,0,1
44,1217,43,1,2
45,1186,44,1,2
53,1180,19,0,2
83,1186,82,1,2
83,1217,82,1,2
84,1186,83,1,2
84,1217,83,1,2
85,1186,84,1,2
85,1217,84,1,2
86,1186,85,1,2
86,1217,85,1,2
87,1186,86,1,2
87,1217,86,1,2
88,1186,87,1,2
88,1217,87,1,2
102,1200,136,2,0
128,1186,162,3,0
143,1236,109,0,3
153,1236,119,0,3
207,1181,173,0,3
227,1186,261,3,0
240,1235,239,1,2
259,1186,293,3,0
268,1161,234,0,3
278,1226,312,3,0
293,1186,327,3,0
320,1255,319,1,2
342,1201,376,3,0
345,1217,344,1,2
367,1215,366,1,2
382,1156,381,1,2
392,1186,393,2,1
408,1195,374,0,2
409,1195,375,0,3
410,1195,376,0,3
411,1195,377,0,3
425,1217,426,2,1
429,1237,463,3,0
484,1199,483,1,2
496,1224,530,3,0
511,1209,1209,4,0
512,1179,511,1,2
534,1163,535,2,1
544,1157,510,0,2
548,1180,547,1,2
568,1157,534,0,3
569,1157,535,0,3
576,1157,542,0,3
577,1157,543,0,3
586,1234,620,3,0
593,1234,592,1,2
646,1198,612,0,2
647,1198,613,0,3
648,1198,614,0,3
649,1198,615,0,3
656,1161,655,1,2
678,1198,677,1,2
679,1198,645,0,3
689,1234,688,1,2
690,1161,689,1,2
694,1161,693,1,2
695,1161,694,1,2
696,1161,695,1,2
697,1161,696,1,2
719,1226,720,2,1
720,1226,721,2,1
721,1226,1226,4,0
723,1234,722,1,2
724,1161,723,1,2
725,1186,724,1,2
727,1186,726,1,2
728,1161,727,1,2
728,1186,729,2,1
728,1217,727,1,2
729,1217,730,2,1
739,1161,773,3,0
747,1210,713,0,3
757,1234,756,1,2
758,1161,757,1,2
758,1217,757,1,2
759,1186,758,1,2
761,1186,760,1,2
762,1161,761,1,2
762,1217,761,1,2
764,1217,765,2,1
772,1161,806,3,0
785,1193,786,2,1
786,1193,787,2,1
787,1193,1193,4,0
790,1190,791,2,1
791,1234,790,1,2
792,1161,791,1,2
792,1217,791,1,2
793,1186,792,1,2
795,1186,794,1,2
796,1161,795,1,2
796,1217,795,1,2
800,1217,801,2,1
826,1217,825,1,2
827,1186,826,1,2
829,1186,828,1,2
830,1161,829,1,2
830,1217,829,1,2
831,1171,865,3,0
833,1186,834,2,1
838,1161,872,3,0
840,1176,841,2,1
858,1198,892,3,0
860,1217,859,1,2
861,1186,860,1,2
863,1186,862,1,2
864,1161,863,1,2
864,1217,863,1,2
869,1186,870,2,1
870,1217,836,0,3
885,1195,886,2,1
894,1217,893,1,2
895,1186,894,1,2
897,1186,896,1,2
898,1217,897,1,2
903,1186,904,2,1
923,1175,922,1,2
928,1217,927,1,2
929,1186,928,1,2
931,1186,930,1,2
932,1217,931,1,2
937,1161,938,2,1
940,1217,906,0,3
956,1182,955,1,2
962,1217,961,1,2
963,1186,962,1,2
965,1186,964,1,2
966,1217,965,1,2
974,1217,940,0,3
996,1217,995,1,2
997,1186,996,1,2
999,1186,998,1,2
1000,1217,999,1,2
1003,1161,1004,2,1
1006,1198,972,0,3
1030,1217,1029,1,2
1031,1186,1030,1,2
1033,1186,1032,1,2
1034,1217,1033,1,2
1043,1186,1009,0,3
1045,1217,1011,0,3
1060,1234,1061,2,1
1061,1234,1062,2,1
1062,1234,1234,4,0
1064,1217,1063,1,2
1065,1186,1064,1,2
1067,1186,1066,1,2
1068,1217,1067,1,2
1087,1162,1053,0,3
1089,1198,1090,2,1
1098,1217,1097,1,2
1099,1186,1098,1,2
1101,1186,1100,1,2
1102,1217,1101,1,2
1114,1186,1080,0,3
1132,1217,1131,1,2
1133,1186,1132,1,2
1135,1186,1134,1,2
1136,1217,1135,1,2
1156,1157,280,0,4
1156,1195,347,0,4
1156,1236,679,0,4
1157,1156,110,0,4
1157,1158,542,0,4
1157,1162,542,0,4
1157,1163,542,0,4
1157,1169,110,0,4
1157,1171,110,0,4
1157,1175,542,0,4
1157,1179,110,0,4
1157,1181,542,0,4
1157,1187,542,0,4
1157,1189,110,0,4
1157,1197,542,0,4
1157,1198,542,0,4
1157,1201,542,0,4
1157,1203,542,0,4
1157,1211,110,0,4
1157,1221,110,0,4
1157,1237,110,0,4
1157,1238,542,0,4
1157,1249,110,0,4
1157,1251,542,0,4
1157,1255,110,0,4
1161,1159,689,0,4
1161,1168,655,0,4
1161,1174,689,0,4
1161,1185,655,0,4
1161,1188,689,0,4
1161,1190,689,0,4
1161,1215,689,0,4
1161,1246,689,0,4
1161,1253,689,0,4
1161,1254,689,0,4
1162,1237,245,0,4
1165,1225,0,0,4
1169,1157,110,0,4
1171,1157,178,0,4
1173,1223,677,0,4
1175,1181,677,0,4
1176,1198,620,0,4
1178,1228,436,0,4
1179,1157,212,0,4
1179,1194,611,0,4
1181,1175,677,0,4
1181,1246,179,0,4
1181,1254,179,0,4
1186,1240,78,0,4
1186,1245,78,0,4
1187,1195,245,0,4
1189,1157,280,0,4
1189,1236,679,0,4
1193,1156,787,0,4
1193,1158,787,0,4
1193,1162,787,0,4
1193,1163,787,0,4
1193,1171,787,0,4
1193,1173,787,0,4
1193,1175,787,0,4
1193,1179,787,0,4
1193,1181,787,0,4
1193,1182,787,0,4
1193,1187,787,0,4
1193,1189,787,0,4
1193,1191,787,0,4
1193,1196,787,0,4
1193,1197,787,0,4
1193,1198,787,0,4
1193,1199,787,0,4
1193,1201,787,0,4
1193,1202,787,0,4
1193,1203,787,0,4
1193,1204,787,0,4
1193,1207,787,0,4
1193,1209,787,0,4
1193,1211,787,0,4
1193,1219,787,0,4
1193,1221,787,0,4
1193,1223,787,0,4
1193,1224,787,0,4
1193,1233,787,0,4
1193,1237,787,0,4
1193,1241,787,0,4
1193,1242,787,0,4
1193,1243,787,0,4
1193,1249,787,0,4
1193,1251,787,0,4
1193,1255,787,0,4
1194,1179,542,0,4
1195,1156,341,0,4
1195,1162,374,0,4
1195,1163,374,0,4
1195,1179,374,0,4
1195,1187,75,0,4
1195,1209,374,0,4
1195,1211,75,0,4
1195,1221,75,0,4
1195,1236,374,0,4
1195,1237,75,0,4
1195,1241,374,0,4
1195,1243,374,0,4
1195,1249,75,0,4
1198,1156,645,0,4
1198,1161,645,0,4
1198,1163,645,0,4
1198,1165,645,0,4
1198,1176,645,0,4
